Date;Open*;Close**;Market Cap
14.08.2018;0,139091;0,13334;127905328
15.08.2018;0,133543;0,139215;133540875
16.08.2018;0,139245;0,141982;136195098
17.08.2018;0,13916;0,177022;169806937
18.08.2018;0,177913;0,154253;147965956
19.08.2018;0,154191;0,156474;150096433
20.08.2018;0,156485;0,140953;135208038
21.08.2018;0,141337;0,150424;144293019
22.08.2018;0,150501;0,146134;140177870
23.08.2018;0,145759;0,148687;142626815
24.08.2018;0,148808;0,153077;146837888
25.08.2018;0,152962;0,151116;144956814
26.08.2018;0,151208;0,148684;142623938
27.08.2018;0,148609;0,155329;148998101
28.08.2018;0,155756;0,171966;164957010
29.08.2018;0,171539;0,168978;162090795
30.08.2018;0,168489;0,161591;155004874
31.08.2018;0,161915;0,177165;169944109
1.09.2018;0,177101;0,185217;177667926
2.09.2018;0,185115;0,182816;175364785
3.09.2018;0,183301;0,178254;170988723
4.09.2018;0,178228;0,182933;175477017
5.09.2018;0,182978;0,148711;142649837
6.09.2018;0,148433;0,146789;140806174
7.09.2018;0,146725;0,145625;139689616
8.09.2018;0,145394;0,133727;128276555
9.09.2018;0,133517;0,131914;126537449
10.09.2018;0,131946;0,131053;125711542
11.09.2018;0,131318;0,123396;118366626
12.09.2018;0,123532;0,122102;117125367
13.09.2018;0,122144;0,132072;126689009
14.09.2018;0,131805;0,129612;124329274
15.09.2018;0,129368;0,134731;129239634
16.09.2018;0,134769;0,139088;133419051
17.09.2018;0,139154;0,126303;121155142
18.09.2018;0,125257;0,140261;134544242
19.09.2018;0,140092;0,138664;133012333
20.09.2018;0,138655;0,142812;136991269
21.09.2018;0,143108;0,150695;144552973
22.09.2018;0,151609;0,144843;138939489
23.09.2018;0,145089;0,147684;141664696
24.09.2018;0,147555;0,141588;135817156
25.09.2018;0,141536;0,138946;133282839
26.09.2018;0,139108;0,138414;132772522
27.09.2018;0,13849;0,142879;137055538
28.09.2018;0,143113;0,158066;151623546
29.09.2018;0,157684;0,155561;149220645
30.09.2018;0,155899;0,153669;147405759
1.10.2018;0,15311;0,154673;148368838
2.10.2018;0,154371;0,155831;149479640
3.10.2018;0,155885;0,149095;143018186
4.10.2018;0,1493;0,150497;144363043
5.10.2018;0,150729;0,150207;144084863
6.10.2018;0,150469;0,151075;144917485
7.10.2018;0,151338;0,151209;145046024
8.10.2018;0,151714;0,156967;150569339
9.10.2018;0,15782;0,161064;154499353
10.10.2018;0,160326;0,162241;155628381
11.10.2018;0,161676;0,142336;136534669
12.10.2018;0,143129;0,147983;141951509
13.10.2018;0,149353;0,148842;142775498
14.10.2018;0,148698;0,145602;139667554
15.10.2018;0,145693;0,149241;143158235
16.10.2018;0,149325;0,150895;144744822
17.10.2018;0,150869;0,156567;150185642
18.10.2018;0,156703;0,15558;149238870
19.10.2018;0,155653;0,153106;146865706
20.10.2018;0,152508;0,15612;149756861
21.10.2018;0,156192;0,162991;156347813
22.10.2018;0,163334;0,162279;155664833
23.10.2018;0,162321;0,170709;163751243
24.10.2018;0,170654;0,171812;164809287
25.10.2018;0,171942;0,179947;172612720
26.10.2018;0,180341;0,183837;176344172
27.10.2018;0,183334;0,170732;163773305
28.10.2018;0,171711;0,173989;166897556
29.10.2018;0,173508;0,162451;155829822
30.10.2018;0,162456;0,169927;163001115
31.10.2018;0,170015;0,169671;162755549
1.11.2018;0,169849;0,170508;163558435
2.11.2018;0,17065;0,17274;165699463
3.11.2018;0,172784;0,169896;162971379
4.11.2018;0,169736;0,167951;161105653
5.11.2018;0,168244;0,163504;156839904
6.11.2018;0,163664;0,16383;157462452
7.11.2018;0,164163;0,168162;161408950
8.11.2018;0,167984;0,169425;162621231
9.11.2018;0,169602;0,164473;157868093
10.11.2018;0,164427;0,166135;159463351
11.11.2018;0,165921;0,163132;156580945
12.11.2018;0,163434;0,160949;154485610
13.11.2018;0,160791;0,152082;145974691
14.11.2018;0,151465;0,132014;126712582
15.11.2018;0,132506;0,128592;123428002
16.11.2018;0,128017;0,121198;116330931
17.11.2018;0,121499;0,120649;115803977
18.11.2018;0,12101;0,122432;117515376
19.11.2018;0,122612;0,097725;93800943
20.11.2018;0,097215;0,086498;83024797
21.11.2018;0,086578;0,090495;86861190
22.11.2018;0,090171;0,097692;93768885
23.11.2018;0,097156;0,091149;87488446
24.11.2018;0,091119;0,082244;78941437
25.11.2018;0,082183;0,084935;81524468
26.11.2018;0,084856;0,078276;75132112
27.11.2018;0,078233;0,07792;74791177
28.11.2018;0,077996;0,088478;84924421
29.11.2018;0,088835;0,091603;87924143
30.11.2018;0,091728;0,086285;82820407
1.12.2018;0,086531;0,091029;87373389
2.12.2018;0,090965;0,089657;86056409
3.12.2018;0,091178;0,091464;87791147
4.12.2018;0,090989;0,091362;87693341
5.12.2018;0,091626;0,083422;80072087
6.12.2018;0,083334;0,069334;66550023
7.12.2018;0,06955;0,065436;62808414
8.12.2018;0,065385;0,066458;63788831
9.12.2018;0,066282;0,068563;65809927
10.12.2018;0,068684;0,068639;65882311
11.12.2018;0,068564;0,066074;63421067
12.12.2018;0,065985;0,066087;63433384
13.12.2018;0,066093;0,061269;58808753
14.12.2018;0,061209;0,056931;54644900
15.12.2018;0,057043;0,055762;53522388
16.12.2018;0,055718;0,055912;53666672
17.12.2018;0,055982;0,061412;58945512
18.12.2018;0,061424;0,065821;63177886
19.12.2018;0,066516;0,06604;63388401
20.12.2018;0,065488;0,071564;68689884
21.12.2018;0,071457;0,067476;64766618
22.12.2018;0,067502;0,072519;69606524
23.12.2018;0,072632;0,073162;70223618
24.12.2018;0,073188;0,072766;69844334
25.12.2018;0,07291;0,067413;64705845
26.12.2018;0,067786;0,068323;65579407
27.12.2018;0,068371;0,064191;61613046
28.12.2018;0,064172;0,069801;66997630
29.12.2018;0,070126;0,068501;65750251
30.12.2018;0,068534;0,070622;67785992
31.12.2018;0,070696;0,068336;65592192
1.01.2019;0,068473;0,067628;64912366
2.01.2019;0,067689;0,070361;67535197
3.01.2019;0,070308;0,067897;65170113
4.01.2019;0,067949;0,069014;66242190
5.01.2019;0,068952;0,068039;65306870
6.01.2019;0,068032;0,072276;69373447
7.01.2019;0,072414;0,071723;68843103
8.01.2019;0,071968;0,072558;69643891
9.01.2019;0,072587;0,074063;71089010
10.01.2019;0,074054;0,064144;61568456
11.01.2019;0,0641;0,065039;62427035
12.01.2019;0,064968;0,065462;62833093
13.01.2019;0,065465;0,061222;58763235
14.01.2019;0,061253;0,064196;61618403
15.01.2019;0,064178;0,062916;60389795
16.01.2019;0,062854;0,064803;62201078
17.01.2019;0,064915;0,06732;64616801
18.01.2019;0,0673;0,068111;65375926
19.01.2019;0,067947;0,069465;66675068
20.01.2019;0,069341;0,064797;62194421
21.01.2019;0,064788;0,064666;62068906
22.01.2019;0,064646;0,065417;63036795
23.01.2019;0,065474;0,064754;62398710
24.01.2019;0,064722;0,067277;64829251
25.01.2019;0,067378;0,066225;63815709
26.01.2019;0,066238;0,066329;63915891
27.01.2019;0,066231;0,063834;61511436
28.01.2019;0,063916;0,058016;55905726
29.01.2019;0,058255;0,05683;54762945
30.01.2019;0,056831;0,057961;55852491
31.01.2019;0,057967;0,056951;54879333
1.02.2019;0,056956;0,056674;54611963
2.02.2019;0,056576;0,056246;54199807
3.02.2019;0,056265;0,054977;52976886
4.02.2019;0,055178;0,057002;54928789
5.02.2019;0,056802;0,055762;53733587
6.02.2019;0,055915;0,053508;51561218
7.02.2019;0,053484;0,055489;53470564
8.02.2019;0,05554;0,058877;56734766
9.02.2019;0,058861;0,058794;56655087
10.02.2019;0,058818;0,060004;57821000
11.02.2019;0,060127;0,060219;58027927
12.02.2019;0,060235;0,059469;57305957
13.02.2019;0,059456;0,058727;56590446
14.02.2019;0,058651;0,058183;56066783
15.02.2019;0,058209;0,058314;56192791
16.02.2019;0,058326;0,061283;59054092
17.02.2019;0,061131;0,063683;61365944
18.02.2019;0,063612;0,066776;64347276
19.02.2019;0,066885;0,067545;65087412
20.02.2019;0,067611;0,067507;65051626
21.02.2019;0,067462;0,065878;63481408
22.02.2019;0,065753;0,068661;66162898
23.02.2019;0,068545;0,069161;66645520
24.02.2019;0,069202;0,061602;59360772
25.02.2019;0,061419;0,06371;61392746
26.02.2019;0,063515;0,065546;63161429
27.02.2019;0,065661;0,064675;62321839
28.02.2019;0,064713;0,064431;62087143
1.03.2019;0,064441;0,066629;64205563
2.03.2019;0,06652;0,066988;64550949
3.03.2019;0,066932;0,066234;63824447
4.03.2019;0,066111;0,064142;61808450
5.03.2019;0,064214;0,065974;63573740
6.03.2019;0,066014;0,067521;65064919
7.03.2019;0,067666;0,068595;66099179
8.03.2019;0,06871;0,067298;64849823
9.03.2019;0,067273;0,070353;67793598
10.03.2019;0,070441;0,070326;67767731
11.03.2019;0,070488;0,07243;69794860
12.03.2019;0,072265;0,076202;73429564
13.03.2019;0,076832;0,074824;72102447
14.03.2019;0,074862;0,076391;73612068
15.03.2019;0,076543;0,076992;74191545
16.03.2019;0,076984;0,075528;72780669
17.03.2019;0,075573;0,075249;72511357
18.03.2019;0,075337;0,07505;72319538
19.03.2019;0,075067;0,076218;73445601
20.03.2019;0,076321;0,082151;79162164
21.03.2019;0,082225;0,07921;76328911
22.03.2019;0,079179;0,078268;75420543
23.03.2019;0,078227;0,078539;75681597
24.03.2019;0,078601;0,079713;76813371
25.03.2019;0,079897;0,080632;77698896
26.03.2019;0,080549;0,082034;79049797
27.03.2019;0,082114;0,084439;81366965
28.03.2019;0,084439;0,090077;86799972
29.03.2019;0,090102;0,089356;86105171
30.03.2019;0,089338;0,08814;84933730
31.03.2019;0,08814;0,091944;88599691
1.04.2019;0,091975;0,091251;87931882
2.04.2019;0,091282;0,100956;97282992
3.04.2019;0,10084;0,097092;93559639
4.04.2019;0,097152;0,095212;91747989
5.04.2019;0,095228;0,10062;96959371
6.04.2019;0,100558;0,098923;95324775
7.04.2019;0,098857;0,10281;99069935
8.04.2019;0,102898;0,099193;95584835
9.04.2019;0,099248;0,096899;93373690
10.04.2019;0,096845;0,095166;91704368
11.04.2019;0,095124;0,088489;85270368
12.04.2019;0,088453;0,087249;84074609
13.04.2019;0,087304;0,090024;86749138
14.04.2019;0,090023;0,092716;89342757
15.04.2019;0,092622;0,08734;84162814
16.04.2019;0,087417;0,088585;85362095
17.04.2019;0,088641;0,088494;85274990
18.04.2019;0,088545;0,089476;86221145
19.04.2019;0,089427;0,088145;84938587
20.04.2019;0,088167;0,093389;89991543
21.04.2019;0,093356;0,093277;89884221
22.04.2019;0,093244;0,089541;86283419
23.04.2019;0,089528;0,089588;86328745
24.04.2019;0,089744;0,081579;78611463
25.04.2019;0,081628;0,073686;71005622
26.04.2019;0,073853;0,074195;71496071
27.04.2019;0,074245;0,074854;72130694
28.04.2019;0,07479;0,074865;72141404
29.04.2019;0,074734;0,071454;68854822
30.04.2019;0,071356;0,07582;73062061
1.05.2019;0,075878;0,075427;72683327
2.05.2019;0,075512;0,075371;72629106
3.05.2019;0,075464;0,075836;73077635
4.05.2019;0,075836;0,073936;71246672
5.05.2019;0,073942;0,072532;69893514
6.05.2019;0,072506;0,074535;71823734
7.05.2019;0,074433;0,072785;70137145
8.05.2019;0,072754;0,071955;69337315
9.05.2019;0,071857;0,067876;65406716
10.05.2019;0,067742;0,069361;66837340
11.05.2019;0,069365;0,075302;72563113
12.05.2019;0,075315;0,070743;68169345
13.05.2019;0,070743;0,071525;68922787
14.05.2019;0,071554;0,079159;76279367
15.05.2019;0,079068;0,088416;85199989
16.05.2019;0,088273;0,093166;89776609
17.05.2019;0,093187;0,085645;82528927
18.05.2019;0,085635;0,084837;81751054
19.05.2019;0,084825;0,092045;88696227
20.05.2019;0,092108;0,088872;85639458
21.05.2019;0,088831;0,09316;89770774
22.05.2019;0,093121;0,089028;85789551
23.05.2019;0,088936;0,08937;86119059
24.05.2019;0,089498;0,095978;92486410
25.05.2019;0,095978;0,096213;92712580
26.05.2019;0,096178;0,097874;94313568
27.05.2019;0,097923;0,10075;97084453
28.05.2019;0,100675;0,101747;98045817
29.05.2019;0,101796;0,104822;101009175
30.05.2019;0,104813;0,093863;90448007
31.05.2019;0,093856;0,097745;94189646
1.06.2019;0,097817;0,094211;90784247
2.06.2019;0,094261;0,097997;94432145
3.06.2019;0,097923;0,09103;87718520
4.06.2019;0,091045;0,084236;81171960
5.06.2019;0,084259;0,087192;84020407
6.06.2019;0,087251;0,087139;83969047
7.06.2019;0,086933;0,091422;88096592
8.06.2019;0,091432;0,097935;94372489
9.06.2019;0,097968;0,088834;85602042
10.06.2019;0,088776;0,095473;91999541
11.06.2019;0,095686;0,103459;99695312
12.06.2019;0,103509;0,101034;97358573
13.06.2019;0,101115;0,103508;99742577
14.06.2019;0,103515;0,100893;97222921
15.06.2019;0,100829;0,099983;96345534
16.06.2019;0,099959;0,100063;96422554
17.06.2019;0,100011;0,098933;95334432
18.06.2019;0,098853;0,094871;91419893
19.06.2019;0,094836;0,096413;92906166
20.06.2019;0,096535;0,09438;90946514
21.06.2019;0,094565;0,095949;92458854
22.06.2019;0,095986;0,099273;95661414
23.06.2019;0,099267;0,097987;94422714
24.06.2019;0,098008;0,09689;93445287
25.06.2019;0,096817;0,096394;92967545
26.06.2019;0,096448;0,099273;95744030
27.06.2019;0,09921;0,087738;84618580
28.06.2019;0,087795;0,097722;94248002
29.06.2019;0,097795;0,100055;96498288
30.06.2019;0,100208;0,094205;90855718
